customer_id,query,solution,category
CUST-PLA-0092,Customer support needed: What benefits are included in my plan?,Plan benefits depend on the subscribed plan and the current applicable offering.,plans
CUST-PLA-0093,Customer support needed: How do I know when my plan expires?,Customers should check the plan validity through the supported customer-care channels.,plans
CUST-PLA-0094,Customer support needed: Can I buy another plan before my current plan expires?,Customers should verify their current plan validity and available benefits before purchasing another plan.,plans
CUST-PLA-0095,Customer support needed: Why did my service change after my plan expired?,"When a plan expires, services may be affected according to the terms of the subscribed plan.",plans
CUST-PLA-0096,Customer support needed: Can plan prices change?,Plan prices and benefits may change according to current offerings.,plans
CUST-PLA-0097,Customer support needed: How can I check remaining plan benefits?,Customers can check their remaining plan benefits through the supported customer-care channels.,plans
CUST-PLA-0098,Customer support needed: My plan benefits are not showing.,"Verify the current plan validity and remaining benefits through the supported customer-care channels. If the issue continues, raise a service complaint.",plans
CUST-PLA-0099,Customer support needed: How do I choose a new mobile plan?,"Review the current available plans, their validity, prices, and benefits before selecting a plan.",plans
CUST-PLA-0100,Customer support needed: I want to know my plan validity.,The current plan validity can be checked through the supported customer-care channels.,plans
CUST-PLA-0101,I am not sure what to do. How can I check my current mobile plan?,Customers can check their current mobile plan and remaining benefits through the supported customer-care channels.,plans
CUST-PLA-0102,I am not sure what to do. What benefits are included in my plan?,Plan benefits depend on the subscribed plan and the current applicable offering.,plans
CUST-PLA-0103,I am not sure what to do. How do I know when my plan expires?,Customers should check the plan validity through the supported customer-care channels.,plans
CUST-PLA-0104,I am not sure what to do. Can I buy another plan before my current plan expires?,Customers should verify their current plan validity and available benefits before purchasing another plan.,plans
CUST-PLA-0105,I am not sure what to do. Why did my service change after my plan expired?,"When a plan expires, services may be affected according to the terms of the subscribed plan.",plans
CUST-PLA-0106,I am not sure what to do. Can plan prices change?,Plan prices and benefits may change according to current offerings.,plans
CUST-PLA-0107,I am not sure what to do. How can I check remaining plan benefits?,Customers can check their remaining plan benefits through the supported customer-care channels.,plans
CUST-PLA-0108,I am not sure what to do. My plan benefits are not showing.,"Verify the current plan validity and remaining benefits through the supported customer-care channels. If the issue continues, raise a service complaint.",plans
CUST-PLA-0109,I am not sure what to do. How do I choose a new mobile plan?,"Review the current available plans, their validity, prices, and benefits before selecting a plan.",plans
CUST-PLA-0110,I am not sure what to do. I want to know my plan validity.,The current plan validity can be checked through the supported customer-care channels.,plans
CUST-TEC-0001,My mobile signal is very poor.,Check whether the issue occurs in one location or multiple locations. Restart the device and verify that mobile network connectivity is enabled.,technical
CUST-TEC-0002,My mobile network is not working.,"Restart the device, verify mobile network connectivity is enabled, and check whether the SIM card is properly inserted.",technical
CUST-TEC-0003,I have network problems in my area.,Network availability may vary by location and coverage. Persistent issues should be reported with the location and approximate time of occurrence.,technical
CUST-TEC-0004,My phone cannot connect to the mobile network.,"Restart the device and verify network connectivity. If the issue continues, check that the SIM card is properly inserted.",technical
CUST-TEC-0005,My SIM is not working.,"Check that the SIM is properly inserted and restart the device. If the issue persists, report the problem through customer care.",technical
CUST-TEC-0006,My SIM card is damaged.,"Customers can request a replacement SIM when the SIM is damaged, lost, or no longer functioning. Identity verification may be required.",technical
CUST-TEC-0007,I lost my SIM card.,Report a lost SIM as soon as possible to prevent unauthorized use and request a replacement through the supported service procedure.,technical
CUST-TEC-0008,My internet connection is unstable.,"Restart the device and verify mobile network connectivity. If the issue persists, report the location and approximate time of occurrence.",technical
CUST-TEC-0009,Calls are not connecting.,"Check network connectivity and restart the device. If the issue continues, report the location and approximate time of occurrence.",technical
CUST-TEC-0010,My network works in one place but not another.,Network availability can vary by location and coverage. Persistent location-specific problems should be reported with the affected location.,technical
CUST-TEC-0011,Can you help me with this: My mobile signal is very poor.,Check whether the issue occurs in one location or multiple locations. Restart the device and verify that mobile network connectivity is enabled.,technical
CUST-TEC-0012,Can you help me with this: My mobile network is not working.,"Restart the device, verify mobile network connectivity is enabled, and check whether the SIM card is properly inserted.",technical
CUST-TEC-0013,Can you help me with this: I have network problems in my area.,Network availability may vary by location and coverage. Persistent issues should be reported with the location and approximate time of occurrence.,technical
CUST-TEC-0014,Can you help me with this: My phone cannot connect to the mobile network.,"Restart the device and verify network connectivity. If the issue continues, check that the SIM card is properly inserted.",technical
CUST-TEC-0015,Can you help me with this: My SIM is not working.,"Check that the SIM is properly inserted and restart the device. If the issue persists, report the problem through customer care.",technical
CUST-TEC-0016,Can you help me with this: My SIM card is damaged.,"Customers can request a replacement SIM when the SIM is damaged, lost, or no longer functioning. Identity verification may be required.",technical
CUST-TEC-0017,Can you help me with this: I lost my SIM card.,Report a lost SIM as soon as possible to prevent unauthorized use and request a replacement through the supported service procedure.,technical
CUST-TEC-0018,Can you help me with this: My internet connection is unstable.,"Restart the device and verify mobile network connectivity. If the issue persists, report the location and approximate time of occurrence.",technical
CUST-TEC-0019,Can you help me with this: Calls are not connecting.,"Check network connectivity and restart the device. If the issue continues, report the location and approximate time of occurrence.",technical
CUST-TEC-0020,Can you help me with this: My network works in one place but not another.,Network availability can vary by location and coverage. Persistent location-specific problems should be reported with the affected location.,technical
CUST-TEC-0021,I want to know about this issue: My mobile signal is very poor.,Check whether the issue occurs in one location or multiple locations. Restart the device and verify that mobile network connectivity is enabled.,technical
CUST-TEC-0022,I want to know about this issue: My mobile network is not working.,"Restart the device, verify mobile network connectivity is enabled, and check whether the SIM card is properly inserted.",technical
CUST-TEC-0023,I want to know about this issue: I have network problems in my area.,Network availability may vary by location and coverage. Persistent issues should be reported with the location and approximate time of occurrence.,technical
CUST-TEC-0024,I want to know about this issue: My phone cannot connect to the mobile network.,"Restart the device and verify network connectivity. If the issue continues, check that the SIM card is properly inserted.",technical
CUST-TEC-0025,I want to know about this issue: My SIM is not working.,"Check that the SIM is properly inserted and restart the device. If the issue persists, report the problem through customer care.",technical
CUST-TEC-0026,I want to know about this issue: My SIM card is damaged.,"Customers can request a replacement SIM when the SIM is damaged, lost, or no longer functioning. Identity verification may be required.",technical
CUST-TEC-0027,I want to know about this issue: I lost my SIM card.,Report a lost SIM as soon as possible to prevent unauthorized use and request a replacement through the supported service procedure.,technical
CUST-TEC-0028,I want to know about this issue: My internet connection is unstable.,"Restart the device and verify mobile network connectivity. If the issue persists, report the location and approximate time of occurrence.",technical
CUST-TEC-0029,I want to know about this issue: Calls are not connecting.,"Check network connectivity and restart the device. If the issue continues, report the location and approximate time of occurrence.",technical
CUST-TEC-0030,I want to know about this issue: My network works in one place but not another.,Network availability can vary by location and coverage. Persistent location-specific problems should be reported with the affected location.,technical
CUST-TEC-0031,Please help. My mobile signal is very poor.,Check whether the issue occurs in one location or multiple locations. Restart the device and verify that mobile network connectivity is enabled.,technical
CUST-TEC-0032,Please help. My mobile network is not working.,"Restart the device, verify mobile network connectivity is enabled, and check whether the SIM card is properly inserted.",technical
CUST-TEC-0033,Please help. I have network problems in my area.,Network availability may vary by location and coverage. Persistent issues should be reported with the location and approximate time of occurrence.,technical
CUST-TEC-0034,Please help. My phone cannot connect to the mobile network.,"Restart the device and verify network connectivity. If the issue continues, check that the SIM card is properly inserted.",technical
CUST-TEC-0035,Please help. My SIM is not working.,"Check that the SIM is properly inserted and restart the device. If the issue persists, report the problem through customer care.",technical
CUST-TEC-0036,Please help. My SIM card is damaged.,"Customers can request a replacement SIM when the SIM is damaged, lost, or no longer functioning. Identity verification may be required.",technical
CUST-TEC-0037,Please help. I lost my SIM card.,Report a lost SIM as soon as possible to prevent unauthorized use and request a replacement through the supported service procedure.,technical
CUST-TEC-0038,Please help. My internet connection is unstable.,"Restart the device and verify mobile network connectivity. If the issue persists, report the location and approximate time of occurrence.",technical
CUST-TEC-0039,Please help. Calls are not connecting.,"Check network connectivity and restart the device. If the issue continues, report the location and approximate time of occurrence.",technical
CUST-TEC-0040,Please help. My network works in one place but not another.,Network availability can vary by location and coverage. Persistent location-specific problems should be reported with the affected location.,technical
CUST-TEC-0041,I am facing this problem: My mobile signal is very poor.,Check whether the issue occurs in one location or multiple locations. Restart the device and verify that mobile network connectivity is enabled.,technical
CUST-TEC-0042,I am facing this problem: My mobile network is not working.,"Restart the device, verify mobile network connectivity is enabled, and check whether the SIM card is properly inserted.",technical
CUST-TEC-0043,I am facing this problem: I have network problems in my area.,Network availability may vary by location and coverage. Persistent issues should be reported with the location and approximate time of occurrence.,technical
CUST-TEC-0044,I am facing this problem: My phone cannot connect to the mobile network.,"Restart the device and verify network connectivity. If the issue continues, check that the SIM card is properly inserted.",technical
CUST-TEC-0045,I am facing this problem: My SIM is not working.,"Check that the SIM is properly inserted and restart the device. If the issue persists, report the problem through customer care.",technical
CUST-TEC-0046,I am facing this problem: My SIM card is damaged.,"Customers can request a replacement SIM when the SIM is damaged, lost, or no longer functioning. Identity verification may be required.",technical
CUST-TEC-0047,I am facing this problem: I lost my SIM card.,Report a lost SIM as soon as possible to prevent unauthorized use and request a replacement through the supported service procedure.,technical
CUST-TEC-0048,I am facing this problem: My internet connection is unstable.,"Restart the device and verify mobile network connectivity. If the issue persists, report the location and approximate time of occurrence.",technical
CUST-TEC-0049,I am facing this problem: Calls are not connecting.,"Check network connectivity and restart the device. If the issue continues, report the location and approximate time of occurrence.",technical
CUST-TEC-0050,I am facing this problem: My network works in one place but not another.,Network availability can vary by location and coverage. Persistent location-specific problems should be reported with the affected location.,technical
CUST-TEC-0051,What should I do? My mobile signal is very poor.,Check whether the issue occurs in one location or multiple locations. Restart the device and verify that mobile network connectivity is enabled.,technical
CUST-TEC-0052,What should I do? My mobile network is not working.,"Restart the device, verify mobile network connectivity is enabled, and check whether the SIM card is properly inserted.",technical
CUST-TEC-0053,What should I do? I have network problems in my area.,Network availability may vary by location and coverage. Persistent issues should be reported with the location and approximate time of occurrence.,technical
CUST-TEC-0054,What should I do? My phone cannot connect to the mobile network.,"Restart the device and verify network connectivity. If the issue continues, check that the SIM card is properly inserted.",technical
CUST-TEC-0055,What should I do? My SIM is not working.,"Check that the SIM is properly inserted and restart the device. If the issue persists, report the problem through customer care.",technical
CUST-TEC-0056,What should I do? My SIM card is damaged.,"Customers can request a replacement SIM when the SIM is damaged, lost, or no longer functioning. Identity verification may be required.",technical
CUST-TEC-0057,What should I do? I lost my SIM card.,Report a lost SIM as soon as possible to prevent unauthorized use and request a replacement through the supported service procedure.,technical
CUST-TEC-0058,What should I do? My internet connection is unstable.,"Restart the device and verify mobile network connectivity. If the issue persists, report the location and approximate time of occurrence.",technical
CUST-TEC-0059,What should I do? Calls are not connecting.,"Check network connectivity and restart the device. If the issue continues, report the location and approximate time of occurrence.",technical
CUST-TEC-0060,What should I do? My network works in one place but not another.,Network availability can vary by location and coverage. Persistent location-specific problems should be reported with the affected location.,technical
CUST-TEC-0061,I need assistance because My mobile signal is very poor.,Check whether the issue occurs in one location or multiple locations. Restart the device and verify that mobile network connectivity is enabled.,technical
CUST-TEC-0062,I need assistance because My mobile network is not working.,"Restart the device, verify mobile network connectivity is enabled, and check whether the SIM card is properly inserted.",technical
CUST-TEC-0063,I need assistance because I have network problems in my area.,Network availability may vary by location and coverage. Persistent issues should be reported with the location and approximate time of occurrence.,technical
CUST-TEC-0064,I need assistance because My phone cannot connect to the mobile network.,"Restart the device and verify network connectivity. If the issue continues, check that the SIM card is properly inserted.",technical
CUST-TEC-0065,I need assistance because My SIM is not working.,"Check that the SIM is properly inserted and restart the device. If the issue persists, report the problem through customer care.",technical
CUST-TEC-0066,I need assistance because My SIM card is damaged.,"Customers can request a replacement SIM when the SIM is damaged, lost, or no longer functioning. Identity verification may be required.",technical
CUST-TEC-0067,I need assistance because I lost my SIM card.,Report a lost SIM as soon as possible to prevent unauthorized use and request a replacement through the supported service procedure.,technical
CUST-TEC-0068,I need assistance because My internet connection is unstable.,"Restart the device and verify mobile network connectivity. If the issue persists, report the location and approximate time of occurrence.",technical
CUST-TEC-0069,I need assistance because Calls are not connecting.,"Check network connectivity and restart the device. If the issue continues, report the location and approximate time of occurrence.",technical
CUST-TEC-0070,I need assistance because My network works in one place but not another.,Network availability can vary by location and coverage. Persistent location-specific problems should be reported with the affected location.,technical
CUST-TEC-0071,Could you explain this? My mobile signal is very poor.,Check whether the issue occurs in one location or multiple locations. Restart the device and verify that mobile network connectivity is enabled.,technical
CUST-TEC-0072,Could you explain this? My mobile network is not working.,"Restart the device, verify mobile network connectivity is enabled, and check whether the SIM card is properly inserted.",technical
CUST-TEC-0073,Could you explain this? I have network problems in my area.,Network availability may vary by location and coverage. Persistent issues should be reported with the location and approximate time of occurrence.,technical
CUST-TEC-0074,Could you explain this? My phone cannot connect to the mobile network.,"Restart the device and verify network connectivity. If the issue continues, check that the SIM card is properly inserted.",technical
CUST-TEC-0075,Could you explain this? My SIM is not working.,"Check that the SIM is properly inserted and restart the device. If the issue persists, report the problem through customer care.",technical
CUST-TEC-0076,Could you explain this? My SIM card is damaged.,"Customers can request a replacement SIM when the SIM is damaged, lost, or no longer functioning. Identity verification may be required.",technical
CUST-TEC-0077,Could you explain this? I lost my SIM card.,Report a lost SIM as soon as possible to prevent unauthorized use and request a replacement through the supported service procedure.,technical
CUST-TEC-0078,Could you explain this? My internet connection is unstable.,"Restart the device and verify mobile network connectivity. If the issue persists, report the location and approximate time of occurrence.",technical
CUST-TEC-0079,Could you explain this? Calls are not connecting.,"Check network connectivity and restart the device. If the issue continues, report the location and approximate time of occurrence.",technical
CUST-TEC-0080,Could you explain this? My network works in one place but not another.,Network availability can vary by location and coverage. Persistent location-specific problems should be reported with the affected location.,technical
CUST-TEC-0081,I have a question: My mobile signal is very poor.,Check whether the issue occurs in one location or multiple locations. Restart the device and verify that mobile network connectivity is enabled.,technical
CUST-TEC-0082,I have a question: My mobile network is not working.,"Restart the device, verify mobile network connectivity is enabled, and check whether the SIM card is properly inserted.",technical
CUST-TEC-0083,I have a question: I have network problems in my area.,Network availability may vary by location and coverage. Persistent issues should be reported with the location and approximate time of occurrence.,technical
CUST-TEC-0084,I have a question: My phone cannot connect to the mobile network.,"Restart the device and verify network connectivity. If the issue continues, check that the SIM card is properly inserted.",technical
CUST-TEC-0085,I have a question: My SIM is not working.,"Check that the SIM is properly inserted and restart the device. If the issue persists, report the problem through customer care.",technical
CUST-TEC-0086,I have a question: My SIM card is damaged.,"Customers can request a replacement SIM when the SIM is damaged, lost, or no longer functioning. Identity verification may be required.",technical
CUST-TEC-0087,I have a question: I lost my SIM card.,Report a lost SIM as soon as possible to prevent unauthorized use and request a replacement through the supported service procedure.,technical
CUST-TEC-0088,I have a question: My internet connection is unstable.,"Restart the device and verify mobile network connectivity. If the issue persists, report the location and approximate time of occurrence.",technical
CUST-TEC-0089,I have a question: Calls are not connecting.,"Check network connectivity and restart the device. If the issue continues, report the location and approximate time of occurrence.",technical
CUST-TEC-0090,I have a question: My network works in one place but not another.,Network availability can vary by location and coverage. Persistent location-specific problems should be reported with the affected location.,technical
CUST-TEC-0091,Customer support needed: My mobile signal is very poor.,Check whether the issue occurs in one location or multiple locations. Restart the device and verify that mobile network connectivity is enabled.,technical
CUST-TEC-0092,Customer support needed: My mobile network is not working.,"Restart the device, verify mobile network connectivity is enabled, and check whether the SIM card is properly inserted.",technical
CUST-TEC-0093,Customer support needed: I have network problems in my area.,Network availability may vary by location and coverage. Persistent issues should be reported with the location and approximate time of occurrence.,technical
CUST-TEC-0094,Customer support needed: My phone cannot connect to the mobile network.,"Restart the device and verify network connectivity. If the issue continues, check that the SIM card is properly inserted.",technical
CUST-TEC-0095,Customer support needed: My SIM is not working.,"Check that the SIM is properly inserted and restart the device. If the issue persists, report the problem through customer care.",technical
CUST-TEC-0096,Customer support needed: My SIM card is damaged.,"Customers can request a replacement SIM when the SIM is damaged, lost, or no longer functioning. Identity verification may be required.",technical
CUST-TEC-0097,Customer support needed: I lost my SIM card.,Report a lost SIM as soon as possible to prevent unauthorized use and request a replacement through the supported service procedure.,technical
CUST-TEC-0098,Customer support needed: My internet connection is unstable.,"Restart the device and verify mobile network connectivity. If the issue persists, report the location and approximate time of occurrence.",technical
CUST-TEC-0099,Customer support needed: Calls are not connecting.,"Check network connectivity and restart the device. If the issue continues, report the location and approximate time of occurrence.",technical
CUST-TEC-0100,Customer support needed: My network works in one place but not another.,Network availability can vary by location and coverage. Persistent location-specific problems should be reported with the affected location.,technical
CUST-TEC-0101,I am not sure what to do. My mobile signal is very poor.,Check whether the issue occurs in one location or multiple locations. Restart the device and verify that mobile network connectivity is enabled.,technical
CUST-TEC-0102,I am not sure what to do. My mobile network is not working.,"Restart the device, verify mobile network connectivity is enabled, and check whether the SIM card is properly inserted.",technical
CUST-TEC-0103,I am not sure what to do. I have network problems in my area.,Network availability may vary by location and coverage. Persistent issues should be reported with the location and approximate time of occurrence.,technical
CUST-TEC-0104,I am not sure what to do. My phone cannot connect to the mobile network.,"Restart the device and verify network connectivity. If the issue continues, check that the SIM card is properly inserted.",technical
CUST-TEC-0105,I am not sure what to do. My SIM is not working.,"Check that the SIM is properly inserted and restart the device. If the issue persists, report the problem through customer care.",technical
CUST-TEC-0106,I am not sure what to do. My SIM card is damaged.,"Customers can request a replacement SIM when the SIM is damaged, lost, or no longer functioning. Identity verification may be required.",technical
CUST-TEC-0107,I am not sure what to do. I lost my SIM card.,Report a lost SIM as soon as possible to prevent unauthorized use and request a replacement through the supported service procedure.,technical
CUST-TEC-0108,I am not sure what to do. My internet connection is unstable.,"Restart the device and verify mobile network connectivity. If the issue persists, report the location and approximate time of occurrence.",technical
CUST-TEC-0109,I am not sure what to do. Calls are not connecting.,"Check network connectivity and restart the device. If the issue continues, report the location and approximate time of occurrence.",technical
CUST-TEC-0110,I am not sure what to do. My network works in one place but not another.,Network availability can vary by location and coverage. Persistent location-specific problems should be reported with the affected location.,technical
CUST-FAQ-0001,How can I raise a complaint?,"Customers can raise complaints for unresolved billing, recharge, network, account, or service-related issues through the supported customer-care channels.",faq
CUST-FAQ-0002,What information should I provide in a complaint?,"A complaint should include relevant information such as the registered mobile number, transaction ID when applicable, transaction amount, and approximate date.",faq
CUST-FAQ-0003,Should I share my OTP with customer care?,"Customers should not share OTPs, passwords, or PINs while raising a complaint.",faq
CUST-FAQ-0004,How can I follow up on a complaint?,Use the complaint or reference number provided when the complaint is successfully registered to follow up.,faq
CUST-FAQ-0005,Where can I find my complaint reference number?,The customer-care system should provide a complaint or reference number when a complaint is successfully registered.,faq
CUST-FAQ-0006,What should I do if my account shows suspicious activity?,Review the account activity and report suspicious activity through the supported customer-care channel. Do not share passwords or OTPs.,faq
CUST-FAQ-0007,How do I protect my account?,"Do not share OTPs, passwords, or PINs with others. Report suspicious activity through the supported customer-care channel.",faq
CUST-FAQ-0008,I need help with an unresolved service issue.,Raise a complaint with the relevant details and retain the complaint reference number for follow-up.,faq
CUST-FAQ-0009,What is a transaction ID?,A transaction ID is a reference associated with a payment or transaction and can be used when raising a transaction-related complaint.,faq
CUST-FAQ-0010,What should I do before contacting customer care?,"Keep relevant details such as the registered mobile number, transaction ID when applicable, amount, and approximate date ready.",faq
CUST-FAQ-0011,Can you help me with this: How can I raise a complaint?,"Customers can raise complaints for unresolved billing, recharge, network, account, or service-related issues through the supported customer-care channels.",faq
CUST-FAQ-0012,Can you help me with this: What information should I provide in a complaint?,"A complaint should include relevant information such as the registered mobile number, transaction ID when applicable, transaction amount, and approximate date.",faq
CUST-FAQ-0013,Can you help me with this: Should I share my OTP with customer care?,"Customers should not share OTPs, passwords, or PINs while raising a complaint.",faq
CUST-FAQ-0014,Can you help me with this: How can I follow up on a complaint?,Use the complaint or reference number provided when the complaint is successfully registered to follow up.,faq
CUST-FAQ-0015,Can you help me with this: Where can I find my complaint reference number?,The customer-care system should provide a complaint or reference number when a complaint is successfully registered.,faq
CUST-FAQ-0016,Can you help me with this: What should I do if my account shows suspicious activity?,Review the account activity and report suspicious activity through the supported customer-care channel. Do not share passwords or OTPs.,faq
CUST-FAQ-0017,Can you help me with this: How do I protect my account?,"Do not share OTPs, passwords, or PINs with others. Report suspicious activity through the supported customer-care channel.",faq
CUST-FAQ-0018,Can you help me with this: I need help with an unresolved service issue.,Raise a complaint with the relevant details and retain the complaint reference number for follow-up.,faq
CUST-FAQ-0019,Can you help me with this: What is a transaction ID?,A transaction ID is a reference associated with a payment or transaction and can be used when raising a transaction-related complaint.,faq
CUST-FAQ-0020,Can you help me with this: What should I do before contacting customer care?,"Keep relevant details such as the registered mobile number, transaction ID when applicable, amount, and approximate date ready.",faq
CUST-FAQ-0021,I want to know about this issue: How can I raise a complaint?,"Customers can raise complaints for unresolved billing, recharge, network, account, or service-related issues through the supported customer-care channels.",faq
CUST-FAQ-0022,I want to know about this issue: What information should I provide in a complaint?,"A complaint should include relevant information such as the registered mobile number, transaction ID when applicable, transaction amount, and approximate date.",faq
CUST-FAQ-0023,I want to know about this issue: Should I share my OTP with customer care?,"Customers should not share OTPs, passwords, or PINs while raising a complaint.",faq
CUST-FAQ-0024,I want to know about this issue: How can I follow up on a complaint?,Use the complaint or reference number provided when the complaint is successfully registered to follow up.,faq
CUST-FAQ-0025,I want to know about this issue: Where can I find my complaint reference number?,The customer-care system should provide a complaint or reference number when a complaint is successfully registered.,faq
CUST-FAQ-0026,I want to know about this issue: What should I do if my account shows suspicious activity?,Review the account activity and report suspicious activity through the supported customer-care channel. Do not share passwords or OTPs.,faq
CUST-FAQ-0027,I want to know about this issue: How do I protect my account?,"Do not share OTPs, passwords, or PINs with others. Report suspicious activity through the supported customer-care channel.",faq
CUST-FAQ-0028,I want to know about this issue: I need help with an unresolved service issue.,Raise a complaint with the relevant details and retain the complaint reference number for follow-up.,faq
CUST-FAQ-0029,I want to know about this issue: What is a transaction ID?,A transaction ID is a reference associated with a payment or transaction and can be used when raising a transaction-related complaint.,faq
CUST-FAQ-0030,I want to know about this issue: What should I do before contacting customer care?,"Keep relevant details such as the registered mobile number, transaction ID when applicable, amount, and approximate date ready.",faq
CUST-FAQ-0031,Please help. How can I raise a complaint?,"Customers can raise complaints for unresolved billing, recharge, network, account, or service-related issues through the supported customer-care channels.",faq
CUST-FAQ-0032,Please help. What information should I provide in a complaint?,"A complaint should include relevant information such as the registered mobile number, transaction ID when applicable, transaction amount, and approximate date.",faq
CUST-FAQ-0033,Please help. Should I share my OTP with customer care?,"Customers should not share OTPs, passwords, or PINs while raising a complaint.",faq
CUST-FAQ-0034,Please help. How can I follow up on a complaint?,Use the complaint or reference number provided when the complaint is successfully registered to follow up.,faq
CUST-FAQ-0035,Please help. Where can I find my complaint reference number?,The customer-care system should provide a complaint or reference number when a complaint is successfully registered.,faq
CUST-FAQ-0036,Please help. What should I do if my account shows suspicious activity?,Review the account activity and report suspicious activity through the supported customer-care channel. Do not share passwords or OTPs.,faq
CUST-FAQ-0037,Please help. How do I protect my account?,"Do not share OTPs, passwords, or PINs with others. Report suspicious activity through the supported customer-care channel.",faq
CUST-FAQ-0038,Please help. I need help with an unresolved service issue.,Raise a complaint with the relevant details and retain the complaint reference number for follow-up.,faq
CUST-FAQ-0039,Please help. What is a transaction ID?,A transaction ID is a reference associated with a payment or transaction and can be used when raising a transaction-related complaint.,faq
CUST-FAQ-0040,Please help. What should I do before contacting customer care?,"Keep relevant details such as the registered mobile number, transaction ID when applicable, amount, and approximate date ready.",faq
CUST-FAQ-0041,I am facing this problem: How can I raise a complaint?,"Customers can raise complaints for unresolved billing, recharge, network, account, or service-related issues through the supported customer-care channels.",faq
CUST-FAQ-0042,I am facing this problem: What information should I provide in a complaint?,"A complaint should include relevant information such as the registered mobile number, transaction ID when applicable, transaction amount, and approximate date.",faq
CUST-FAQ-0043,I am facing this problem: Should I share my OTP with customer care?,"Customers should not share OTPs, passwords, or PINs while raising a complaint.",faq
CUST-FAQ-0044,I am facing this problem: How can I follow up on a complaint?,Use the complaint or reference number provided when the complaint is successfully registered to follow up.,faq
CUST-FAQ-0045,I am facing this problem: Where can I find my complaint reference number?,The customer-care system should provide a complaint or reference number when a complaint is successfully registered.,faq
CUST-FAQ-0046,I am facing this problem: What should I do if my account shows suspicious activity?,Review the account activity and report suspicious activity through the supported customer-care channel. Do not share passwords or OTPs.,faq
CUST-FAQ-0047,I am facing this problem: How do I protect my account?,"Do not share OTPs, passwords, or PINs with others. Report suspicious activity through the supported customer-care channel.",faq
CUST-FAQ-0048,I am facing this problem: I need help with an unresolved service issue.,Raise a complaint with the relevant details and retain the complaint reference number for follow-up.,faq
CUST-FAQ-0049,I am facing this problem: What is a transaction ID?,A transaction ID is a reference associated with a payment or transaction and can be used when raising a transaction-related complaint.,faq
CUST-FAQ-0050,I am facing this problem: What should I do before contacting customer care?,"Keep relevant details such as the registered mobile number, transaction ID when applicable, amount, and approximate date ready.",faq
CUST-FAQ-0051,What should I do? How can I raise a complaint?,"Customers can raise complaints for unresolved billing, recharge, network, account, or service-related issues through the supported customer-care channels.",faq
CUST-FAQ-0052,What should I do? What information should I provide in a complaint?,"A complaint should include relevant information such as the registered mobile number, transaction ID when applicable, transaction amount, and approximate date.",faq
CUST-FAQ-0053,What should I do? Should I share my OTP with customer care?,"Customers should not share OTPs, passwords, or PINs while raising a complaint.",faq
CUST-FAQ-0054,What should I do? How can I follow up on a complaint?,Use the complaint or reference number provided when the complaint is successfully registered to follow up.,faq
CUST-FAQ-0055,What should I do? Where can I find my complaint reference number?,The customer-care system should provide a complaint or reference number when a complaint is successfully registered.,faq
CUST-FAQ-0056,What should I do? What should I do if my account shows suspicious activity?,Review the account activity and report suspicious activity through the supported customer-care channel. Do not share passwords or OTPs.,faq
CUST-FAQ-0057,What should I do? How do I protect my account?,"Do not share OTPs, passwords, or PINs with others. Report suspicious activity through the supported customer-care channel.",faq
CUST-FAQ-0058,What should I do? I need help with an unresolved service issue.,Raise a complaint with the relevant details and retain the complaint reference number for follow-up.,faq
CUST-FAQ-0059,What should I do? What is a transaction ID?,A transaction ID is a reference associated with a payment or transaction and can be used when raising a transaction-related complaint.,faq
CUST-FAQ-0060,What should I do? What should I do before contacting customer care?,"Keep relevant details such as the registered mobile number, transaction ID when applicable, amount, and approximate date ready.",faq
CUST-FAQ-0061,I need assistance because How can I raise a complaint?,"Customers can raise complaints for unresolved billing, recharge, network, account, or service-related issues through the supported customer-care channels.",faq
CUST-FAQ-0062,I need assistance because What information should I provide in a complaint?,"A complaint should include relevant information such as the registered mobile number, transaction ID when applicable, transaction amount, and approximate date.",faq
CUST-FAQ-0063,I need assistance because Should I share my OTP with customer care?,"Customers should not share OTPs, passwords, or PINs while raising a complaint.",faq
CUST-FAQ-0064,I need assistance because How can I follow up on a complaint?,Use the complaint or reference number provided when the complaint is successfully registered to follow up.,faq
CUST-FAQ-0065,I need assistance because Where can I find my complaint reference number?,The customer-care system should provide a complaint or reference number when a complaint is successfully registered.,faq
CUST-FAQ-0066,I need assistance because What should I do if my account shows suspicious activity?,Review the account activity and report suspicious activity through the supported customer-care channel. Do not share passwords or OTPs.,faq
CUST-FAQ-0067,I need assistance because How do I protect my account?,"Do not share OTPs, passwords, or PINs with others. Report suspicious activity through the supported customer-care channel.",faq
CUST-FAQ-0068,I need assistance because I need help with an unresolved service issue.,Raise a complaint with the relevant details and retain the complaint reference number for follow-up.,faq
CUST-FAQ-0069,I need assistance because What is a transaction ID?,A transaction ID is a reference associated with a payment or transaction and can be used when raising a transaction-related complaint.,faq
CUST-FAQ-0070,I need assistance because What should I do before contacting customer care?,"Keep relevant details such as the registered mobile number, transaction ID when applicable, amount, and approximate date ready.",faq
CUST-FAQ-0071,Could you explain this? How can I raise a complaint?,"Customers can raise complaints for unresolved billing, recharge, network, account, or service-related issues through the supported customer-care channels.",faq
CUST-FAQ-0072,Could you explain this? What information should I provide in a complaint?,"A complaint should include relevant information such as the registered mobile number, transaction ID when applicable, transaction amount, and approximate date.",faq
